Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
1594,Iñigo Martínez,ESP,DF,Barcelona,es La Liga,32-349,1991,9.9,89.4,7.37,33.8,51.8,4.24,0.91,89.4,0.00,0.00,,0.00,,58.5,350.6,250.3,2.22,1.41,0.00,0.20,0.00,66.2,0.30,https://fbref.com/en/players/3fc45c73/Inigo-Martinez,3fc45c73,Big 5 combined
1595,Josep Martinez,ESP,GK,Genoa,it Serie A,25-339,1998,32.0,40.5,30.2,40.0,0.44,0.03,0.00,40.5,0.09,0.09,100.0,0.00,0.0,26.6,173.0,110.2,0.00,0.00,0.00,0.00,0.00,21.4,0.00,https://fbref.com/en/players/11d8aff0/Josep-Martinez,11d8aff0,Big 5 combined
1596,Lautaro Martínez,ARG,FW,Inter,it Serie A,26-252,1997,27.2,40.7,0.37,2.94,18.7,19.4,5.96,40.6,2.39,0.66,27.7,1.40,58.5,25.7,112.8,52.2,1.88,1.07,0.96,2.32,1.62,30.5,5.99,https://fbref.com/en/players/f7036e1c/Lautaro-Martinez,f7036e1c,Big 5 combined
1597,Lisandro Martínez,ARG,DF,Manchester Utd,eng Premier League,26-103,1998,6.4,72.3,10.2,32.5,37.5,2.50,0.16,72.3,0.47,0.31,66.7,0.16,33.3,49.1,260.0,157.3,1.25,0.47,0.00,0.16,0.47,50.9,0.16,https://fbref.com/en/players/bac46a10/Lisandro-Martinez,bac46a10,Big 5 combined
1598,Lucas Martínez Quarta,ARG,DF,Fiorentina,it Serie A,27-356,1996,22.2,76.9,4.55,30.4,42.0,5.05,1.58,76.9,1.13,0.54,48.0,0.59,52.0,47.0,263.2,138.6,0.68,0.86,0.09,0.63,0.27,50.8,0.59,https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta,3ec3c1c9,Big 5 combined
1599,Adam Marušić,MNE,DF,Lazio,it Serie A,31-196,1992,30.4,62.9,3.06,21.5,30.3,11.5,0.69,62.9,0.95,0.39,41.4,0.43,44.8,29.4,134.4,74.4,1.12,0.99,0.10,0.69,0.16,39.4,3.13,https://fbref.com/en/players/d4535821/Adam-Marusic,d4535821,Big 5 combined
1600,Marvin,ESP,"FW,DF",Las Palmas,es La Liga,23-302,2000,16.7,51.9,1.50,9.28,21.0,22.3,2.46,51.9,2.69,1.14,42.2,1.14,42.2,30.3,183.5,81.4,2.99,2.10,0.60,2.69,0.96,34.5,9.58,https://fbref.com/en/players/efaefda0/Marvin,efaefda0,Big 5 combined
1601,Omar Mascarell,ESP,MF,Mallorca,es La Liga,31-088,1993,15.2,52.6,3.49,14.6,33.9,4.54,0.46,52.6,0.53,0.46,87.5,0.07,12.5,24.2,123.2,47.3,0.66,0.53,0.00,0.26,0.53,29.2,0.53,https://fbref.com/en/players/11fd2b75/Omar-Mascarell,11fd2b75,Big 5 combined
1602,Adam Masina,MAR,DF,Udinese,it Serie A,30-119,1994,0.7,68.6,10.0,38.6,20.0,10.0,0.00,68.6,0.00,0.00,,0.00,,28.6,78.6,11.4,0.00,0.00,0.00,2.86,1.43,28.6,4.29,https://fbref.com/en/players/de0f152c/Adam-Masina,de0f152c,Big 5 combined
1603,Adam Masina,MAR,DF,Torino,it Serie A,30-119,1994,7.5,68.9,7.33,34.4,30.8,4.40,0.67,68.9,0.13,0.13,100.0,0.00,0.0,41.2,179.2,91.7,0.40,0.40,0.00,0.27,0.53,45.5,0.67,https://fbref.com/en/players/de0f152c/Adam-Masina,de0f152c,Big 5 combined
1604,Erhan Mašović,SRB,"DF,MF",Bochum,de Bundesliga,25-160,1998,24.0,41.2,4.08,17.0,20.3,4.33,1.17,41.2,0.25,0.13,50.0,0.08,33.3,16.4,86.7,40.0,0.63,0.46,0.00,0.58,0.25,18.8,0.42,https://fbref.com/en/players/a396fb61/Erhan-Masovic,a396fb61,Big 5 combined
1605,Han-Noah Massengo,FRA,"MF,DF",Burnley,eng Premier League,22-298,2001,0.2,80.0,0.00,25.0,30.0,25.0,0.00,80.0,0.00,0.00,,0.00,,30.0,170.0,80.0,10.0,5.00,0.00,5.00,0.00,35.0,0.00,https://fbref.com/en/players/eba1e557/Han-Noah-Massengo,eba1e557,Big 5 combined
1606,Roberto Massimo,GER,"FW,DF",Stuttgart,de Bundesliga,23-201,2000,0.9,55.6,1.11,12.2,32.2,11.1,1.11,55.6,1.11,0.00,0.0,0.00,0.0,32.2,171.1,114.4,3.33,2.22,1.11,1.11,0.00,35.6,6.67,https://fbref.com/en/players/fc62fdf4/Roberto-Massimo,fc62fdf4,Big 5 combined
1607,Clinton Mata,ANG,DF,Lyon,fr Ligue 1,31-175,1992,21.7,72.5,5.21,26.6,33.0,13.6,0.55,72.5,1.57,0.97,61.8,0.41,26.5,49.6,272.6,124.2,1.29,1.15,0.09,1.11,0.55,45.2,2.12,https://fbref.com/en/players/55abe554/Clinton-Mata,55abe554,Big 5 combined
1608,Jaime Mata,ESP,"FW,MF",Getafe,es La Liga,35-189,1988,16.0,39.3,1.75,6.38,13.1,20.1,3.69,39.3,0.75,0.44,58.3,0.31,41.7,19.8,74.3,27.4,0.94,0.88,0.44,2.44,1.06,28.3,7.50,https://fbref.com/en/players/02319ad7/Jaime-Mata,02319ad7,Big 5 combined
1609,Pape Matar Sarr,SEN,MF,Tottenham,eng Premier League,21-229,2002,18.9,70.2,2.91,12.5,37.1,21.3,2.01,70.2,1.85,0.85,45.7,0.90,48.6,46.6,267.1,102.1,1.80,2.43,0.16,1.64,0.63,53.1,4.02,https://fbref.com/en/players/feb5d972/Pape-Matar-Sarr,feb5d972,Big 5 combined
1610,Eliot Matazo,BEL,MF,Monaco,fr Ligue 1,22-075,2002,1.1,69.1,2.73,18.2,37.3,15.5,0.91,69.1,2.73,1.82,66.7,0.91,33.3,45.5,248.2,117.3,1.82,3.64,0.91,1.82,0.91,37.3,1.82,https://fbref.com/en/players/15944afd/Eliot-Matazo,15944afd,Big 5 combined
1611,Jean-Philippe Mateta,FRA,FW,Crystal Palace,eng Premier League,26-307,1997,23.0,28.9,0.74,2.70,11.9,14.9,4.04,28.8,2.65,1.04,39.3,1.43,54.1,17.2,81.7,26.7,1.09,0.52,0.52,3.57,3.30,21.4,5.35,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,50e6dc35,Big 5 combined
1612,Nemanja Matić,SRB,MF,Rennes,fr Ligue 1,35-273,1988,11.4,81.0,4.65,21.4,48.2,12.9,0.61,81.0,1.84,1.40,76.2,0.26,14.3,61.4,352.9,189.8,1.23,3.25,0.00,0.96,1.32,54.1,0.70,https://fbref.com/en/players/eb7822d7/Nemanja-Matic,eb7822d7,Big 5 combined
1613,Nemanja Matić,SRB,MF,Lyon,fr Ligue 1,35-273,1988,11.3,81.2,3.98,22.2,45.7,14.4,1.68,81.2,1.68,1.06,63.2,0.62,36.8,60.2,349.0,171.2,1.77,2.65,0.62,0.88,0.88,57.5,1.42,https://fbref.com/en/players/eb7822d7/Nemanja-Matic,eb7822d7,Big 5 combined
1614,Joël Matip,CMR,DF,Liverpool,eng Premier League,32-266,1991,8.7,76.4,10.3,34.8,37.6,4.25,1.38,76.4,0.23,0.00,0.0,0.23,100.0,48.4,252.3,161.6,0.92,1.49,0.00,0.34,0.46,51.8,0.11,https://fbref.com/en/players/b217ef29/Joel-Matip,b217ef29,Big 5 combined
1615,Alex Matos,ENG,MF,Chelsea,eng Premier League,19-210,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,1,1,0,0,0,0,0,1,1,0,https://fbref.com/en/players/ed383e43/Alex-Matos,ed383e43,Big 5 combined
1616,Chrislain Matsima,FRA,DF,Clermont Foot,fr Ligue 1,21-351,2002,11.1,60.6,8.65,29.5,29.6,1.44,0.45,60.6,0.45,0.18,40.0,0.09,20.0,41.6,254.0,135.8,0.99,0.36,0.09,0.36,0.27,37.5,0.09,https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima,cf1ef7ec,Big 5 combined
1617,Chrislain Matsima,FRA,DF,Monaco,fr Ligue 1,21-351,2002,3.3,78.5,3.64,22.1,51.2,5.76,0.61,78.5,0.61,0.00,0.0,0.30,50.0,60.9,344.2,216.7,1.52,2.12,0.00,0.91,0.30,57.0,1.52,https://fbref.com/en/players/cf1ef7ec/Chrislain-Matsima,cf1ef7ec,Big 5 combined
1618,Jean Mattéo Bahoya,FRA,"MF,FW",Eint Frankfurt,de Bundesliga,18-359,2005,1.8,52.8,0.00,2.78,30.6,21.1,3.89,52.8,6.11,3.33,54.5,2.78,45.5,28.9,186.1,102.8,3.33,2.78,1.67,3.89,0.56,31.1,10.6,https://fbref.com/en/players/70d4c949/Jean-Matteo-Bahoya,70d4c949,Big 5 combined
1619,Remi Matthews,ENG,GK,Crystal Palace,eng Premier League,30-080,1994,0.0,6,5,6,0,0,0,6,0,0,,0,,2,18,0,0,0,0,0,0,1,0,https://fbref.com/en/players/27f4f772/Remi-Matthews,27f4f772,Big 5 combined
1620,Alan Matturro,URU,DF,Genoa,it Serie A,19-202,2004,1.0,36.0,6.00,13.0,17.0,6.00,1.00,36.0,1.00,1.00,100.0,0.00,0.0,13.0,41.0,7.00,0.00,0.00,0.00,3.00,0.00,14.0,1.00,https://fbref.com/en/players/547c0119/Alan-Matturro,547c0119,Big 5 combined
1621,Azor Matusiwa,NED,MF,Reims,fr Ligue 1,26-002,1998,15.4,60.3,3.64,14.0,36.2,10.6,0.65,60.3,0.84,0.58,69.2,0.19,23.1,40.1,211.6,84.2,0.78,1.30,0.13,0.97,0.65,35.1,0.78,https://fbref.com/en/players/a17a94d6/Azor-Matusiwa,a17a94d6,Big 5 combined
1622,Azor Matusiwa,NED,MF,Rennes,fr Ligue 1,26-002,1998,6.8,55.4,3.24,13.5,31.2,11.2,0.88,55.4,0.44,0.29,66.7,0.00,0.0,38.7,196.6,75.0,0.15,2.06,0.00,0.74,0.44,38.1,1.03,https://fbref.com/en/players/a17a94d6/Azor-Matusiwa,a17a94d6,Big 5 combined
1623,Neal Maupay,FRA,FW,Brentford,eng Premier League,27-260,1996,14.5,36.2,0.41,4.00,15.0,17.9,4.90,36.2,2.21,0.62,28.1,1.31,59.4,20.1,96.6,38.3,1.38,1.52,0.83,1.93,1.66,25.9,6.21,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,4bcf39f6,Big 5 combined
1624,Neal Maupay,FRA,FW,Everton,eng Premier League,27-260,1996,1.2,33.3,0.83,0.83,17.5,15.8,6.67,33.3,0.00,0.00,,0.00,,16.7,74.2,28.3,0.83,0.83,0.83,5.00,2.50,23.3,5.00,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,4bcf39f6,Big 5 combined
1625,Aïman Maurer,MAR,"MF,FW",Clermont Foot,fr Ligue 1,19-218,2004,0.6,63.3,3.33,8.33,15.0,40.0,6.67,63.3,5.00,3.33,66.7,1.67,33.3,45.0,288.3,71.7,1.67,1.67,1.67,5.00,1.67,41.7,13.3,https://fbref.com/en/players/87d31635/Aiman-Maurer,87d31635,Big 5 combined
1626,Konstantinos Mavropanos,GRE,DF,West Ham,eng Premier League,26-141,1997,15.7,50.1,6.94,25.5,22.9,2.10,1.15,50.1,0.32,0.13,40.0,0.13,40.0,23.8,142.7,83.1,0.64,0.06,0.06,0.45,0.00,25.3,0.13,https://fbref.com/en/players/00963611/Konstantinos-Mavropanos,00963611,Big 5 combined
1627,Christian Mawissa,FRA,DF,Toulouse,fr Ligue 1,19-012,2005,11.7,62.5,5.90,25.6,29.9,7.61,0.85,62.5,3.25,1.88,57.9,1.11,34.2,42.4,234.8,126.0,1.97,1.97,0.26,1.11,0.43,37.7,0.85,https://fbref.com/en/players/2c70d915/Christian-Mawissa,2c70d915,Big 5 combined
1628,Philipp Max,GER,DF,Eint Frankfurt,de Bundesliga,30-213,1993,15.0,67.1,1.67,16.6,36.2,15.0,1.33,67.1,0.73,0.40,54.5,0.33,45.5,34.9,174.2,89.6,1.67,1.00,0.13,0.73,0.20,42.3,3.73,https://fbref.com/en/players/826e8b63/Philipp-Max,826e8b63,Big 5 combined
1629,Eric Maxim Choupo-Moting,CMR,"MF,FW",Bayern Munich,de Bundesliga,35-038,1989,7.0,52.3,1.29,6.00,19.3,27.7,7.43,52.3,5.14,3.14,61.1,1.57,30.6,28.3,142.6,57.9,3.00,0.86,1.71,2.43,2.43,37.4,9.71,https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting,0e6bc38c,Big 5 combined
1630,Luís Maximiano,POR,GK,Almería,es La Liga,25-116,1999,30.0,40.8,32.4,40.2,0.60,0.00,0.00,40.8,0.10,0.10,100.0,0.00,0.0,21.3,104.7,64.7,0.00,0.00,0.00,0.00,0.00,17.8,0.00,https://fbref.com/en/players/3318286e/Luis-Maximiano,3318286e,Big 5 combined
1631,Noam Mayoka-Tika,BEL,MF,Marseille,fr Ligue 1,20-180,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0,https://fbref.com/en/players/1b2ec72e/Noam-Mayoka-Tika,1b2ec72e,Big 5 combined
1632,Borja Mayoral,ESP,FW,Getafe,es La Liga,27-025,1997,23.9,32.4,0.67,2.13,15.8,14.7,2.97,32.3,1.80,0.75,41.9,0.92,51.2,20.1,92.3,38.2,1.13,1.21,0.46,2.89,1.17,24.6,4.18,https://fbref.com/en/players/64e8ed6d/Borja-Mayoral,64e8ed6d,Big 5 combined
1633,Senny Mayulu,FRA,"FW,MF",Paris S-G,fr Ligue 1,17-349,2006,2.4,62.9,0.42,4.58,24.2,34.6,5.00,62.9,3.33,1.67,50.0,1.67,50.0,50.4,235.4,107.5,1.25,0.83,0.83,5.00,0.00,47.9,10.8,https://fbref.com/en/players/bac89b96/Senny-Mayulu,bac89b96,Big 5 combined
1634,Youssef Maziz,FRA,"FW,MF",Metz,fr Ligue 1,25-311,1998,1.4,37.9,1.43,6.43,21.4,10.7,1.43,37.9,2.14,1.43,66.7,0.71,33.3,28.6,170.0,72.9,1.43,2.14,0.00,2.14,0.71,26.4,1.43,https://fbref.com/en/players/514270e8/Youssef-Maziz,514270e8,Big 5 combined
1635,Noussair Mazraoui,MAR,DF,Bayern Munich,de Bundesliga,26-168,1997,13.0,85.0,2.69,17.9,43.5,24.1,2.54,85.0,1.69,0.85,50.0,0.77,45.5,48.3,219.0,122.0,2.62,1.77,0.54,1.00,0.46,59.3,6.08,https://fbref.com/en/players/b74277a0/Noussair-Mazraoui,b74277a0,Big 5 combined
1636,Luca Mazzitelli,ITA,MF,Frosinone,it Serie A,28-167,1995,23.1,64.7,3.25,14.0,39.0,12.2,1.43,64.7,0.78,0.48,61.1,0.26,33.3,32.1,140.1,51.3,0.74,0.69,0.04,0.91,0.91,44.2,2.25,https://fbref.com/en/players/dc61b402/Luca-Mazzitelli,dc61b402,Big 5 combined
1637,Pasquale Mazzocchi,ITA,DF,Salernitana,it Serie A,28-278,1995,14.1,55.3,3.33,17.9,23.2,14.9,0.85,55.3,2.84,1.21,42.5,1.35,47.5,27.2,172.9,96.3,2.55,2.06,0.35,2.20,0.92,31.2,4.40,https://fbref.com/en/players/eb0ec070/Pasquale-Mazzocchi,eb0ec070,Big 5 combined
1638,Pasquale Mazzocchi,ITA,DF,Napoli,it Serie A,28-278,1995,3.6,75.0,2.50,20.8,35.8,18.6,1.67,75.0,4.72,1.39,29.4,2.50,52.9,47.2,304.7,133.3,3.33,3.61,0.56,0.56,0.83,51.7,5.28,https://fbref.com/en/players/eb0ec070/Pasquale-Mazzocchi,eb0ec070,Big 5 combined
1639,Kevin Mbabu,SUI,DF,Augsburg,de Bundesliga,29-011,1995,20.7,59.2,3.19,14.3,25.9,20.1,1.35,59.2,3.82,1.35,35.4,2.22,58.2,27.9,182.9,86.4,3.19,2.22,0.39,1.84,1.21,28.9,4.59,https://fbref.com/en/players/493924a7/Kevin-Mbabu,493924a7,Big 5 combined
1640,Noah Mbamba,BEL,MF,Leverkusen,de Bundesliga,19-116,2005,0.2,135.0,0.00,0.00,55.0,80.0,0.00,135.0,15.0,5.00,33.3,10.0,66.7,95.0,385.0,120.0,5.00,10.0,5.00,5.00,10.0,120.0,5.00,https://fbref.com/en/players/e75129bd/Noah-Mbamba,e75129bd,Big 5 combined
1641,Ethan Mbappé,FRA,"DF,MF",Paris S-G,fr Ligue 1,17-123,2006,0.2,140.0,5.00,35.0,60.0,45.0,10.0,140.0,0.00,0.00,,0.00,,115.0,590.0,295.0,5.00,10.0,5.00,0.00,0.00,110.0,10.0,https://fbref.com/en/players/d595de71/Ethan-Mbappe,d595de71,Big 5 combined
1642,Kylian Mbappé,FRA,FW,Paris S-G,fr Ligue 1,25-132,1998,23.0,52.4,0.04,1.26,18.0,33.5,8.78,52.1,5.52,2.57,46.5,2.52,45.7,47.7,279.6,132.6,4.87,2.83,2.83,2.30,1.43,46.9,11.9,https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe,42fd9c7f,Big 5 combined
1643,Malick Mbaye,SEN,"MF,FW",Metz,fr Ligue 1,20-024,2004,1.7,45.9,1.18,2.94,23.5,21.8,2.35,45.9,0.59,0.59,100.0,0.00,0.0,33.5,254.1,93.5,4.71,2.94,1.18,2.94,1.18,32.4,11.8,https://fbref.com/en/players/6d2b0ada/Malick-Mbaye,6d2b0ada,Big 5 combined
1644,Mamadou Mbaye,SEN,DF,Cádiz,es La Liga,25-307,1998,3.2,42.8,11.6,25.3,14.7,2.81,1.25,42.8,0.00,0.00,,0.00,,10.9,53.1,25.9,0.00,0.00,0.00,0.63,0.00,13.4,0.00,https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye,8aae94b9,Big 5 combined
1645,Chancel Mbemba,COD,DF,Marseille,fr Ligue 1,29-266,1994,21.5,65.1,7.21,25.5,35.8,4.19,0.98,65.1,0.47,0.33,70.0,0.09,20.0,48.4,277.3,157.6,0.65,1.26,0.09,0.70,0.23,45.3,0.42,https://fbref.com/en/players/e76cb9cc/Chancel-Mbemba,e76cb9cc,Big 5 combined
1646,Nolan Mbemba,CGO,MF,Le Havre,fr Ligue 1,29-071,1995,0.2,200.0,0.00,20.0,130.0,50.0,0.00,200.0,0.00,0.00,,0.00,,155.0,965.0,465.0,0.00,5.00,0.00,5.00,0.00,155.0,5.00,https://fbref.com/en/players/6c9642ae/Nolan-Mbemba,6c9642ae,Big 5 combined
1647,Bryan Mbeumo,CMR,FW,Brentford,eng Premier League,24-267,1999,18.8,47.6,1.22,4.95,16.0,27.0,5.16,47.4,3.35,0.96,28.6,1.86,55.6,29.8,190.1,88.4,3.24,2.23,1.60,2.93,1.70,32.7,8.72,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,6afaebf2,Big 5 combined
1648,Christ Mbondi,FRA,FW,Reims,fr Ligue 1,19-193,2004,0.0,3,0,1,1,1,0,3,0,0,,0,,2,9,2,0,0,0,0,0,2,1,https://fbref.com/en/players/5d36f616/Christ-Mbondi,5d36f616,Big 5 combined
1649,Jordi Mboula,ESP,"FW,MF",Hellas Verona,it Serie A,25-045,1999,3.4,28.8,0.59,2.94,11.5,14.4,3.24,28.8,1.47,0.59,40.0,0.59,40.0,19.4,170.9,66.2,2.94,0.59,1.47,2.35,2.06,21.2,6.47,https://fbref.com/en/players/4887118d/Jordi-Mboula,4887118d,Big 5 combined
1650,Nathanael Mbuku,FRA,FW,Augsburg,de Bundesliga,22-045,2002,0.1,100.0,0.00,0.00,40.0,60.0,10.0,100.0,10.0,0.00,0.0,10.0,100.0,90.0,670.0,510.0,10.0,0.00,10.0,0.00,0.00,90.0,40.0,https://fbref.com/en/players/46750e9c/Nathanael-Mbuku,46750e9c,Big 5 combined
1651,James Mcatee,ENG,"MF,FW",Sheffield Utd,eng Premier League,21-195,2002,20.0,38.5,1.15,5.95,15.5,17.9,3.40,38.5,4.55,1.60,35.2,2.60,57.1,22.2,159.8,71.7,2.75,1.65,0.90,2.40,1.95,23.2,5.40,https://fbref.com/en/players/96593e89/James-Mcatee,96593e89,Big 5 combined
1652,James Mcatee,ENG,MF,Manchester City,eng Premier League,21-195,2002,0.0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/96593e89/James-Mcatee,96593e89,Big 5 combined
1653,Oliver McBurnie,SCO,FW,Sheffield Utd,eng Premier League,27-331,1996,14.2,41.1,2.18,4.79,20.3,16.2,5.21,40.9,1.20,0.42,35.3,0.70,58.8,17.3,65.0,21.5,0.42,0.77,0.28,1.76,1.27,29.6,4.23,https://fbref.com/en/players/78b8ac63/Oliver-McBurnie,78b8ac63,Big 5 combined
1654,James McConnell,ENG,MF,Liverpool,eng Premier League,19-230,2004,0.0,10,0,1,7,2,0,10,1,0,0.0,0,0.0,5,47,11,0,1,0,1,0,6,0,https://fbref.com/en/players/bf973eeb/James-McConnell,bf973eeb,Big 5 combined
1655,John McGinn,SCO,"MF,FW",Aston Villa,eng Premier League,29-195,1994,30.4,47.1,1.38,7.66,24.2,15.8,1.88,47.1,2.86,1.61,56.3,0.82,28.7,30.1,154.8,72.2,1.78,1.41,0.30,1.64,1.81,33.3,2.63,https://fbref.com/en/players/90f91999/John-McGinn,90f91999,Big 5 combined
1656,Scott McKenna,SCO,DF,Nott'ham Forest,eng Premier League,27-170,1996,4.6,53.0,9.35,30.9,20.0,2.39,1.09,53.0,0.00,0.00,,0.00,,22.2,79.3,38.5,0.22,0.00,0.00,0.65,0.00,23.3,0.00,https://fbref.com/en/players/4e5a4cbc/Scott-McKenna,4e5a4cbc,Big 5 combined
1657,Weston McKennie,USA,"MF,DF",Juventus,it Serie A,25-246,1998,27.3,51.0,3.22,10.8,21.2,19.4,2.49,51.0,1.90,0.66,34.6,1.03,53.8,25.7,137.1,71.9,2.27,1.36,0.29,1.36,0.66,30.9,5.97,https://fbref.com/en/players/01c3aff5/Weston-McKennie,01c3aff5,Big 5 combined
1658,Dwight McNeil,ENG,"MF,FW",Everton,eng Premier League,24-160,1999,29.4,50.3,1.53,7.59,21.0,22.9,2.35,50.3,2.14,0.95,44.4,1.05,49.2,28.5,184.4,81.6,2.59,2.01,0.48,2.01,1.97,31.8,4.76,https://fbref.com/en/players/fc15fb84/Dwight-McNeil,fc15fb84,Big 5 combined
1659,Scott McTominay,SCO,"MF,FW",Manchester Utd,eng Premier League,27-144,1996,18.1,44.8,3.76,11.7,23.3,10.5,2.60,44.8,0.99,0.44,44.4,0.44,44.4,23.0,102.5,45.5,1.16,0.83,0.22,1.44,0.77,27.1,2.15,https://fbref.com/en/players/d93c2511/Scott-McTominay,d93c2511,Big 5 combined
1660,Facundo Medina,ARG,DF,Lens,fr Ligue 1,24-338,1999,27.2,78.1,5.63,25.8,45.6,7.76,0.51,78.1,1.10,0.63,56.7,0.48,43.3,61.0,370.8,199.3,1.62,1.69,0.11,0.99,0.55,55.3,0.59,https://fbref.com/en/players/6f5ec8bb/Facundo-Medina,6f5ec8bb,Big 5 combined
1661,Ben Mee,ENG,DF,Brentford,eng Premier League,34-222,1989,14.1,58.8,7.73,27.5,25.8,5.60,1.77,58.8,0.43,0.21,50.0,0.21,50.0,27.5,138.9,81.6,0.78,0.28,0.07,0.64,0.50,31.7,0.64,https://fbref.com/en/players/8df7a2fb/Ben-Mee,8df7a2fb,Big 5 combined
1662,Marvin Mehlem,GER,MF,Darmstadt 98,de Bundesliga,26-232,1997,13.7,49.1,1.31,8.91,25.5,15.0,2.55,49.1,1.53,0.58,38.1,0.88,57.1,26.0,127.4,56.1,1.68,0.95,0.88,2.34,1.09,30.8,4.74,https://fbref.com/en/players/10876d02/Marvin-Mehlem,10876d02,Big 5 combined
1663,Bamo Meïté,CIV,DF,Marseille,fr Ligue 1,22-149,2001,6.4,85.8,8.28,33.9,46.1,6.41,0.31,85.8,1.25,0.78,62.5,0.16,12.5,61.4,352.7,187.7,1.56,2.03,0.16,0.63,0.63,57.5,0.78,https://fbref.com/en/players/04ac78d2/Bamo-Meite,04ac78d2,Big 5 combined
1664,Bamo Meïté,CIV,DF,Lorient,fr Ligue 1,22-149,2001,1.6,50.0,14.4,37.5,11.9,0.63,0.00,50.0,0.00,0.00,,0.00,,33.8,141.3,66.9,0.00,0.00,0.00,1.25,0.63,30.0,0.00,https://fbref.com/en/players/04ac78d2/Bamo-Meite,04ac78d2,Big 5 combined
1665,Hannibal Mejbri,TUN,"MF,FW",Manchester Utd,eng Premier League,21-100,2003,1.5,39.3,1.33,8.00,20.0,12.7,2.00,39.3,3.33,1.33,40.0,0.67,20.0,23.3,104.0,49.3,1.33,0.00,0.00,4.67,2.67,22.7,6.67,https://fbref.com/en/players/ca22ccb0/Hannibal-Mejbri,ca22ccb0,Big 5 combined
1666,Hannibal Mejbri,TUN,MF,Sevilla,es La Liga,21-100,2003,1.0,54.0,0.00,11.0,20.0,23.0,3.00,54.0,4.00,2.00,50.0,1.00,25.0,27.0,168.0,52.0,0.00,3.00,0.00,4.00,5.00,39.0,6.00,https://fbref.com/en/players/ca22ccb0/Hannibal-Mejbri,ca22ccb0,Big 5 combined
1667,Óscar Melendo,ESP,"MF,FW",Granada,es La Liga,26-251,1997,11.5,41.1,0.52,5.57,26.5,9.65,0.96,41.1,1.91,0.96,50.0,0.61,31.8,28.4,158.9,62.1,1.65,1.48,0.00,1.91,0.78,30.7,2.26,https://fbref.com/en/players/379652be/Oscar-Melendo,379652be,Big 5 combined
1668,Gonzalo Melero,ESP,"MF,FW",Almería,es La Liga,30-119,1994,10.7,45.7,1.50,7.29,27.9,10.9,2.52,45.7,1.50,0.56,37.5,0.84,56.3,26.7,141.4,75.1,1.96,0.75,0.28,2.15,1.12,31.8,2.90,https://fbref.com/en/players/3902e91b/Gonzalo-Melero,3902e91b,Big 5 combined
1669,Birger Meling,NOR,DF,Rennes,fr Ligue 1,29-135,1994,0.2,50.0,0.00,20.0,10.0,20.0,5.00,50.0,0.00,0.00,,0.00,,20.0,50.0,20.0,0.00,0.00,0.00,0.00,0.00,25.0,0.00,https://fbref.com/en/players/70c52749/Birger-Meling,70c52749,Big 5 combined
1670,Arthur Melo,BRA,MF,Fiorentina,it Serie A,27-262,1996,19.8,75.7,2.17,15.4,47.1,14.4,0.30,75.7,0.71,0.40,57.1,0.15,21.4,50.2,281.3,105.4,0.86,1.72,0.10,0.71,0.76,56.6,1.16,https://fbref.com/en/players/48b3dd60/Arthur-Melo,48b3dd60,Big 5 combined
1671,Memphis,NED,FW,Atlético Madrid,es La Liga,30-077,1994,9.4,39.9,0.11,2.55,18.0,20.1,6.06,39.9,3.83,1.91,50.0,1.60,41.7,23.7,114.5,50.2,1.70,1.17,0.74,4.04,2.23,32.0,7.98,https://fbref.com/en/players/8f696594/Memphis,8f696594,Big 5 combined
1672,Houboulang Mendes,GNB,DF,Almería,es La Liga,25-362,1998,4.4,53.6,4.77,21.4,26.6,6.14,0.23,53.6,1.59,0.45,28.6,0.68,42.9,18.9,88.4,39.8,1.14,0.91,0.00,1.82,0.91,20.2,1.36,https://fbref.com/en/players/1545cf15/Houboulang-Mendes,1545cf15,Big 5 combined
