Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
2186,Diego Moreira,POR,"FW,MF",Lyon,fr Ligue 1,19-268,2004,7,270,39,9.7,3.0,1.33,53,0.00,1.00,19,1.33,0.57,0.67,2.00,-1.33,-1.33,-1.15,0.93,1.97,-1.03,-1.05,-0.99,https://fbref.com/en/players/12de1b0d/Diego-Moreira,12de1b0d,Big 5 combined
2187,Alberto Moreno,ESP,DF,Villarreal,es La Liga,31-300,1992,25,1350,54,45.5,15.0,1.00,72,0.20,0.67,27,0.07,1.56,2.13,1.33,0.80,+0.80,+1.52,1.49,1.37,0.12,+0.12,+0.31,https://fbref.com/en/players/11b9265b/Alberto-Moreno,11b9265b,Big 5 combined
2188,Álex Moreno,ESP,DF,Aston Villa,eng Premier League,30-327,1993,20,1030,52,32.7,11.4,0.96,80,0.44,0.79,17,0.35,1.75,2.11,1.75,0.35,+0.35,-0.37,1.78,1.60,0.19,+0.19,+0.02,https://fbref.com/en/players/16e9d0ea/Alex-Moreno,16e9d0ea,Big 5 combined
2189,Gerard Moreno,ESP,FW,Villarreal,es La Liga,32-023,1992,29,2143,74,72.2,23.8,1.13,78,0.38,0.08,20,0.04,1.31,1.47,1.72,-0.25,-0.25,-0.80,1.39,1.50,-0.11,-0.11,-0.20,https://fbref.com/en/players/81f0781e/Gerard-Moreno,81f0781e,Big 5 combined
2190,Jorge Moreno,ESP,DF,Rayo Vallecano,es La Liga,23-007,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/1f875ef8/Jorge-Moreno,1f875ef8,Big 5 combined
2191,Marco Moreno,ESP,DF,Atlético Madrid,es La Liga,23-070,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/9602ef3b/Marco-Moreno,9602ef3b,Big 5 combined
2192,Mateu Morey,ESP,DF,Dortmund,de Bundesliga,24-059,2000,1,3,3,0.1,0.0,0,,0,1,3,11,3.00,0,0,0,0.00,-0.65,0.4,0.0,+0.4,+12.02,+11.72,https://fbref.com/en/players/5fd5e542/Mateu-Morey,5fd5e542,Big 5 combined
2193,Ilaix Moriba,GUI,MF,Getafe,es La Liga,21-102,2003,10,471,47,15.9,5.2,1.15,66,0.00,0.77,18,0.00,1.30,1.54,1.73,-0.19,-0.19,-0.08,1.50,1.56,-0.06,-0.05,+0.25,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba,f4c69aa6,Big 5 combined
2194,Ilaix Moriba,GUI,MF,RB Leipzig,de Bundesliga,21-102,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba,f4c69aa6,Big 5 combined
2195,Manu Morlanes,ESP,MF,Mallorca,es La Liga,25-109,1999,30,1364,45,45.9,15.2,0.92,73,0.20,1.05,21,0.13,1.03,0.72,1.32,-0.59,-0.59,-0.43,1.02,1.34,-0.32,-0.32,-0.27,https://fbref.com/en/players/a0255c67/Manu-Morlanes,a0255c67,Big 5 combined
2196,Nikola Moro,CRO,MF,Bologna,it Serie A,26-049,1998,21,718,34,23.5,8.0,1.13,59,0.00,1.50,16,1.63,1.71,1.63,1.25,0.38,+0.38,-0.35,1.36,1.00,0.36,+0.36,+0.03,https://fbref.com/en/players/ff579c7e/Nikola-Moro,ff579c7e,Big 5 combined
2197,Carlton Morris,ENG,"FW,MF",Luton Town,eng Premier League,28-136,1995,35,2592,74,82.3,28.8,1.01,85,0.66,0.21,21,0.00,0.71,1.25,2.22,-0.97,-0.97,-0.81,1.11,2.11,-1.00,-1.00,-0.31,https://fbref.com/en/players/2da834f1/Carlton-Morris,2da834f1,Big 5 combined
2198,Morro,ESP,GK,Rayo Vallecano,es La Liga,23-232,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/117cd0a8/Morro,117cd0a8,Big 5 combined
2199,Federico Mosca,ITA,GK,Udinese,it Serie A,18-266,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/23cb6019/Federico-Mosca,23cb6019,Big 5 combined
2200,Cristhian Mosquera,COL,DF,Valencia,es La Liga,19-308,2004,30,2535,85,88.0,28.2,0.96,90,0.92,0.11,35,0.04,1.37,1.13,1.06,0.07,+0.07,+0.33,1.02,1.26,-0.23,-0.23,-0.41,https://fbref.com/en/players/dc1ce4f5/Cristhian-Mosquera,dc1ce4f5,Big 5 combined
2201,Yerson Mosquera,COL,DF,Wolves,eng Premier League,22-364,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/1e159d70/Yerson-Mosquera,1e159d70,Big 5 combined
2202,Yerson Mosquera,COL,DF,Villarreal,es La Liga,22-364,2001,11,824,75,27.7,9.2,0.98,90,0.98,0.22,7,0.11,2.18,2.28,0.87,1.41,+1.42,+2.01,1.53,1.18,0.34,+0.34,+0.55,https://fbref.com/en/players/1e159d70/Yerson-Mosquera,1e159d70,Big 5 combined
2203,Dany Mota,POR,"FW,MF",Monza,it Serie A,25-364,1998,30,1811,60,59.2,20.1,1.04,72,0.25,0.45,34,0.05,1.30,0.95,1.49,-0.55,-0.55,-0.76,1.03,1.56,-0.53,-0.53,-0.28,https://fbref.com/en/players/efc9e31f/Dany-Mota,efc9e31f,Big 5 combined
2204,Lebo Mothiba,RSA,FW,Strasbourg,fr Ligue 1,28-093,1996,15,617,41,22.1,6.9,0.72,78,0.29,1.45,23,0.14,1.33,1.59,1.16,0.43,+0.44,+0.98,1.43,1.25,0.19,+0.19,+0.30,https://fbref.com/en/players/3eaf8817/Lebo-Mothiba,3eaf8817,Big 5 combined
2205,Andrei Motoc,ROU,MF,Salernitana,it Serie A,22-017,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/b64073a0/Andrei-Motoc,b64073a0,Big 5 combined
2206,Matteo Motta,ITA,DF,Inter,it Serie A,19-080,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/580b2e2d/Matteo-Motta,580b2e2d,Big 5 combined
2207,Youssoufa Moukoko,GER,FW,Dortmund,de Bundesliga,19-162,2004,18,445,25,15.9,4.9,0.41,70,0.00,3.27,19,1.84,1.61,2.65,1.43,1.22,+1.21,+0.68,2.57,1.37,1.20,+1.18,+1.04,https://fbref.com/en/players/6ce43701/Youssoufa-Moukoko,6ce43701,Big 5 combined
2208,Steve Mounié,BEN,FW,Brest,fr Ligue 1,29-214,1994,29,1516,52,54.3,16.8,1.01,75,0.18,0.71,21,0.00,1.72,1.73,1.37,0.36,+0.36,-0.35,1.48,1.17,0.32,+0.31,+0.05,https://fbref.com/en/players/19ba6c6d/Steve-Mounie,19ba6c6d,Big 5 combined
2209,Mason Mount,ENG,"MF,FW",Manchester Utd,eng Premier League,25-111,1999,13,437,34,14.3,4.9,0.82,72,0.00,1.84,16,0.00,1.46,0.61,1.84,-1.22,-1.24,-1.48,1.35,1.82,-0.47,-0.47,-0.24,https://fbref.com/en/players/9674002f/Mason-Mount,9674002f,Big 5 combined
2210,Louis Mouquet,POR,GK,Paris S-G,fr Ligue 1,19-284,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/4eef9e37/Louis-Mouquet,4eef9e37,Big 5 combined
2211,Samir El Mourabet,FRA,FW,Strasbourg,fr Ligue 1,18-207,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/1a03d055/Samir-El-Mourabet,1a03d055,Big 5 combined
2212,Samuel Moutoussamy,COD,MF,Nantes,fr Ligue 1,27-262,1996,23,932,41,33.4,10.4,0.87,77,0.19,1.35,17,0.38,1.09,0.87,1.54,-0.67,-0.68,-0.05,1.30,1.55,-0.25,-0.25,+0.36,https://fbref.com/en/players/af0c835b/Samuel-Moutoussamy,af0c835b,Big 5 combined
2213,Loris Mouyokolo,FRA,DF,Lorient,fr Ligue 1,22-344,2001,1,90,90,3.2,1.0,1.00,90,1.00,0.00,,8.00,0.00,0.00,3.00,-3.00,-3.00,-2.30,0.10,2.30,-2.20,-2.17,-1.64,https://fbref.com/en/players/96726741/Loris-Mouyokolo,96726741,Big 5 combined
2214,Fabian Mrozek,POL,GK,Liverpool,eng Premier League,20-215,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/927eecf9/Fabian-Mrozek,927eecf9,Big 5 combined
2215,Divin Mubama,ENG,FW,West Ham,eng Premier League,19-188,2004,5,80,16,2.5,0.9,0.00,,0.00,5.56,16,25.6,1.60,2.22,2.22,0.00,0.00,+0.26,1.44,2.89,-1.44,-1.46,-1.00,https://fbref.com/en/players/92868cb5/Divin-Mubama,92868cb5,Big 5 combined
2216,Mykhailo Mudryk,UKR,FW,Chelsea,eng Premier League,23-116,2001,27,1314,49,44.2,14.6,0.96,72,0.14,0.89,23,0.27,1.30,2.19,1.85,0.34,+0.34,+0.40,2.06,1.48,0.58,+0.58,+0.31,https://fbref.com/en/players/049a888d/Mykhailo-Mudryk,049a888d,Big 5 combined
2217,François Mughe,CMR,"MF,DF",Marseille,fr Ligue 1,19-319,2004,5,177,35,6.3,2.0,1.00,53,0.00,1.50,24,4.00,2.20,1.50,0.50,1.00,+1.02,+0.78,2.30,0.65,1.70,+1.71,+1.20,https://fbref.com/en/players/7af655fe/Francois-Mughe,7af655fe,Big 5 combined
2218,Joel Mugisha,NOR,"DF,FW",Lorient,fr Ligue 1,21-170,2002,6,181,30,6.5,2.0,1.00,50,0.00,2.00,20,1.00,1.00,0.50,1.00,-0.50,-0.50,+0.30,0.40,2.20,-1.75,-1.61,-1.11,https://fbref.com/en/players/0959184b/Joel-Mugisha,0959184b,Big 5 combined
2219,Nordi Mukiele,FRA,DF,Paris S-G,fr Ligue 1,26-181,1997,14,630,45,22.6,7.0,1.00,76,0.71,1.00,14,1.71,2.71,2.71,0.57,2.14,+2.14,+0.81,1.96,1.27,0.69,+0.68,-0.27,https://fbref.com/en/players/ac73ec79/Nordi-Mukiele,ac73ec79,Big 5 combined
2220,Samuele Mulattieri,ITA,"FW,MF",Sassuolo,it Serie A,23-206,2000,25,376,15,12.3,4.2,0.00,,0.00,5.95,15,1.90,0.60,1.19,4.05,-2.86,-2.87,-2.40,1.57,2.67,-1.10,-1.11,-0.56,https://fbref.com/en/players/30297946/Samuele-Mulattieri,30297946,Big 5 combined
2221,Andreas Müller,GER,MF,Darmstadt 98,de Bundesliga,23-285,2000,9,286,32,10.3,3.2,0.31,45,0.00,2.50,30,3.13,0.67,0.94,1.56,-0.63,-0.63,+0.84,0.81,1.97,-1.19,-1.18,-0.10,https://fbref.com/en/players/2244908c/Andreas-Muller,2244908c,Big 5 combined
2222,Florian Müller,GER,GK,Freiburg,de Bundesliga,26-169,1997,0,,,,,0,,0,0,,31,,,,,,,,,,,,https://fbref.com/en/players/cbac6ec9/Florian-Muller,cbac6ec9,Big 5 combined
2223,Jannik Müller,GER,"DF,MF",Darmstadt 98,de Bundesliga,30-103,1994,14,987,71,35.4,11.0,1.00,82,0.73,0.27,29,1.00,0.79,1.18,2.09,-0.91,-0.91,+0.74,1.14,1.69,-0.55,-0.56,+0.84,https://fbref.com/en/players/796a5f30/Jannik-Muller,796a5f30,Big 5 combined
2224,Kevin Müller,GER,GK,Heidenheim,de Bundesliga,33-046,1991,31,2790,90,100.0,31.0,1.00,90,1.00,0.00,,0.00,1.19,1.42,1.68,-0.26,-0.26,,1.18,1.83,-0.65,-0.65,,https://fbref.com/en/players/f256f213/Kevin-Muller,f256f213,Big 5 combined
2225,Marcus Müller,GER,MF,Mainz 05,de Bundesliga,21-254,2002,1,18,18,0.6,0.2,0.00,,0.00,5.00,18,10.0,0.00,0.00,0.00,0.00,0.00,+0.55,2.50,0.50,2.00,+1.79,+1.91,https://fbref.com/en/players/3c151571/Marcus-Muller,3c151571,Big 5 combined
2226,Thomas Müller,GER,"MF,FW",Bayern Munich,de Bundesliga,34-230,1989,29,1474,51,52.8,16.4,1.10,72,0.12,0.67,16,0.12,2.24,2.87,1.10,1.77,+1.77,+0.27,2.54,0.91,1.63,+1.63,-0.18,https://fbref.com/en/players/3c6089ab/Thomas-Muller,3c6089ab,Big 5 combined
2227,Tim Müller,GER,DF,Mainz 05,de Bundesliga,19-220,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/5869758d/Tim-Muller,5869758d,Big 5 combined
2228,Abdul Mumin,GHA,DF,Rayo Vallecano,es La Liga,25-329,1998,16,1334,83,44.9,14.8,1.01,89,0.88,0.07,3,1.01,1.00,0.61,1.08,-0.47,-0.47,-0.03,0.86,1.20,-0.34,-0.34,-0.40,https://fbref.com/en/players/5487adcd/Abdul-Mumin,5487adcd,Big 5 combined
2229,Marshall Munetsi,ZIM,MF,Reims,fr Ligue 1,27-313,1996,24,1926,80,69.0,21.4,1.03,85,0.75,0.09,31,0.00,1.17,1.17,1.50,-0.33,-0.33,-0.33,1.33,1.38,-0.05,-0.05,-0.08,https://fbref.com/en/players/2acf0cd7/Marshall-Munetsi,2acf0cd7,Big 5 combined
2230,Vimoj Muntu Wa Mungu,FRA,DF,Torino,it Serie A,19-198,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/c464c40d/Vimoj-Muntu-Wa-Mungu,c464c40d,Big 5 combined
2231,Iker Muniain,ESP,"MF,FW",Athletic Club,es La Liga,31-133,1992,18,470,26,15.8,5.2,0.58,60,0.00,2.88,19,2.69,1.78,1.73,2.31,-0.58,-0.57,-1.40,1.71,1.35,0.37,+0.37,-0.10,https://fbref.com/en/players/c05dfb74/Iker-Muniain,c05dfb74,Big 5 combined
2232,Rodrigo Muniz,BRA,FW,Fulham,eng Premier League,22-362,2001,23,1463,64,46.4,16.3,0.98,82,0.43,0.43,21,0.43,1.00,1.47,1.53,-0.06,-0.06,+0.10,1.51,1.45,0.06,+0.06,+0.58,https://fbref.com/en/players/a755db8c/Rodrigo-Muniz,a755db8c,Big 5 combined
2233,Aihen Muñoz,ESP,DF,Real Sociedad,es La Liga,26-258,1997,21,1127,54,37.9,12.5,0.88,85,0.80,0.80,19,0.00,1.67,1.76,1.12,0.64,+0.64,+0.49,1.51,1.24,0.27,+0.27,+0.07,https://fbref.com/en/players/228b0d9d/Aihen-Munoz,228b0d9d,Big 5 combined
2234,Álvaro Muñoz,URU,FW,Real Madrid,es La Liga,19-291,2004,1,1,1,0.0,0.0,0,,0,1,1,0,3.00,0,0,0,0.00,-1.49,0.0,0.0,0.0,0.00,-0.93,https://fbref.com/en/players/49a6ecbb/Alvaro-Munoz,49a6ecbb,Big 5 combined
2235,Daniel Muñoz,COL,"DF,MF",Crystal Palace,eng Premier League,27-340,1996,13,1169,90,37.1,13.0,1.00,90,0.92,0.00,,0.00,1.23,1.54,1.62,-0.08,-0.08,+0.42,1.21,1.27,-0.06,-0.06,+0.24,https://fbref.com/en/players/778ef829/Daniel-Munoz,778ef829,Big 5 combined
2236,Egoitz Muñoz,ESP,DF,Alavés,es La Liga,19-120,2005,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/48e96631/Egoitz-Munoz,48e96631,Big 5 combined
2237,Iker Muñoz,ESP,MF,Osasuna,es La Liga,21-177,2002,23,1413,61,47.6,15.7,0.96,81,0.57,0.51,24,0.64,1.35,1.27,1.21,0.06,+0.06,+0.82,1.18,1.10,0.08,+0.08,+0.57,https://fbref.com/en/players/175ece4c/Iker-Munoz,175ece4c,Big 5 combined
2238,Javier Muñoz,ESP,MF,Las Palmas,es La Liga,29-062,1995,32,2339,73,78.8,26.0,1.04,83,0.54,0.19,18,0.00,1.13,0.96,1.31,-0.35,-0.35,-0.06,0.78,1.67,-0.89,-0.89,-0.95,https://fbref.com/en/players/ec7c84c2/Javier-Munoz,ec7c84c2,Big 5 combined
2239,Pablo Muñoz,ESP,MF,Rayo Vallecano,es La Liga,20-239,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/44e8521b/Pablo-Munoz,44e8521b,Big 5 combined
2240,Finley Munroe,ENG,DF,Aston Villa,eng Premier League,19-082,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/36625c27/Finley-Munroe,36625c27,Big 5 combined
2241,Reno Münz,GER,DF,Leverkusen,de Bundesliga,18-211,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/2a231b6b/Reno-Munz,2a231b6b,Big 5 combined
2242,Arijanet Muric,KVX,GK,Burnley,eng Premier League,25-175,1998,7,630,90,20.0,7.0,1.00,90,1.00,0.00,,3.57,1.43,1.57,1.14,0.43,+0.43,+1.68,1.73,1.87,-0.14,-0.14,+0.70,https://fbref.com/en/players/99aa1a84/Arijanet-Muric,99aa1a84,Big 5 combined
2243,Luis Muriel,COL,"FW,MF",Atalanta,it Serie A,33-014,1991,18,409,23,13.8,4.5,0.44,55,0.00,3.56,19,0.89,1.78,1.56,1.56,0.00,0.00,-0.77,1.64,1.49,0.13,+0.14,-0.24,https://fbref.com/en/players/eb2fe5b6/Luis-Muriel,eb2fe5b6,Big 5 combined
2244,Murillo,BRA,DF,Nott'ham Forest,eng Premier League,21-301,2002,29,2519,87,80.0,28.0,1.04,87,0.89,0.00,,0.00,0.79,1.21,1.82,-0.61,-0.61,-0.46,1.32,1.35,-0.03,-0.03,+0.30,https://fbref.com/en/players/1704b0b8/Murillo,1704b0b8,Big 5 combined
2245,Vedat Muriqi,KVX,FW,Mallorca,es La Liga,30-006,1994,25,2031,81,68.4,22.6,0.97,88,0.75,0.13,30,0.00,0.88,0.80,1.28,-0.49,-0.49,-0.39,1.03,1.31,-0.28,-0.28,-0.36,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi,0cadc46d,Big 5 combined
2246,Alex Murphy,IRL,"DF,FW",Newcastle Utd,eng Premier League,19-310,2004,2,13,7,0.4,0.1,0.00,,0.00,20.0,7,130.0,3.00,0.00,0.00,0.00,0.00,-0.56,0.00,1.00,-1.00,-0.54,-0.79,https://fbref.com/en/players/f1c42eb3/Alex-Murphy,f1c42eb3,Big 5 combined
2247,Jacob Murphy,ENG,"FW,DF",Newcastle Utd,eng Premier League,29-066,1995,17,926,54,30.3,10.3,0.97,79,0.49,0.68,20,0.49,2.00,3.01,1.65,1.36,+1.36,+1.15,2.28,1.40,0.87,+0.88,+0.90,https://fbref.com/en/players/de112b84/Jacob-Murphy,de112b84,Big 5 combined
2248,Yunus Musah,USA,"MF,FW",Milan,it Serie A,21-153,2002,28,1312,47,42.9,14.6,0.75,83,0.41,1.16,23,0.14,1.93,1.30,1.30,0.00,0.00,-1.29,1.20,1.34,-0.14,-0.15,-1.02,https://fbref.com/en/players/b51b1b9c/Yunus-Musah,b51b1b9c,Big 5 combined
2249,Jamal Musiala,GER,"MF,FW",Bayern Munich,de Bundesliga,21-064,2003,24,1755,73,62.9,19.5,1.03,82,0.21,0.21,28,0.05,2.00,2.77,1.08,1.69,+1.69,+0.13,2.52,0.98,1.54,+1.54,-0.49,https://fbref.com/en/players/2c0558b8/Jamal-Musiala,2c0558b8,Big 5 combined
2250,Florent Muslija,KVX,MF,Freiburg,de Bundesliga,25-299,1998,8,95,12,3.4,1.1,0.00,,0.00,7.27,12,4.55,1.25,1.82,0.91,0.91,+0.95,+1.38,1.91,3.18,-1.27,-1.31,-1.34,https://fbref.com/en/players/ae961785/Florent-Muslija,ae961785,Big 5 combined
2251,Juan Musso,ARG,GK,Atalanta,it Serie A,29-360,1994,10,900,90,30.3,10.0,1.00,90,1.00,0.00,,2.30,1.60,1.70,1.20,0.50,+0.50,-0.24,1.46,0.88,0.57,+0.57,+0.33,https://fbref.com/en/players/a111cf41/Juan-Musso,a111cf41,Big 5 combined
2252,Kingstone Mutandwa,ZAM,"MF,FW",Cagliari,it Serie A,21-116,2003,2,11,6,0.4,0.1,0.00,,0.00,20.0,6,70.0,1.50,0.00,0.00,0.00,0.00,+0.61,1.00,5.00,-4.00,-2.99,-2.70,https://fbref.com/en/players/cbe32194/Kingstone-Mutandwa,cbe32194,Big 5 combined
2253,Yvon Mvogo,SUI,GK,Lorient,fr Ligue 1,29-329,1994,31,2790,90,100.0,31.0,1.00,90,1.00,0.00,,0.00,0.84,1.19,1.97,-0.77,-0.77,,1.00,1.57,-0.58,-0.58,,https://fbref.com/en/players/dc29b608/Yvon-Mvogo,dc29b608,Big 5 combined
2254,Joel Mvuka,NOR,MF,Lorient,fr Ligue 1,21-160,2002,1,16,16,0.6,0.2,0.00,,0.00,5.00,16,0.00,0.00,0.00,10.0,-10.00,-11.25,-10.54,,,,,,https://fbref.com/en/players/cc704d9c/Joel-Mvuka,cc704d9c,Big 5 combined
2255,Junior Mwanga,FRA,"MF,FW",Strasbourg,fr Ligue 1,20-355,2003,21,1437,68,51.5,16.0,1.06,81,0.38,0.25,17,0.44,1.10,1.00,1.69,-0.69,-0.69,-0.76,1.09,1.56,-0.47,-0.47,-0.89,https://fbref.com/en/players/ee158be5/Junior-Mwanga,ee158be5,Big 5 combined
2256,Phillipp Mwene,AUT,DF,Mainz 05,de Bundesliga,30-092,1994,22,1906,87,68.3,21.2,1.04,87,0.71,0.00,,0.09,1.00,0.99,1.23,-0.24,-0.24,+0.99,1.35,1.32,0.04,+0.04,+0.46,https://fbref.com/en/players/2ff76adc/Phillipp-Mwene,2ff76adc,Big 5 combined
2257,Vitaliy Mykolenko,UKR,DF,Everton,eng Premier League,24-337,1999,28,2469,88,78.4,27.4,1.02,88,0.91,0.00,,0.15,1.32,1.09,1.35,-0.26,-0.26,+0.27,1.41,1.46,-0.05,-0.05,-0.06,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,30d4a2e5,Big 5 combined
2258,Joakim Mæhle,DEN,DF,Wolfsburg,de Bundesliga,26-346,1997,28,2272,81,81.4,25.2,0.99,87,0.79,0.12,33,0.04,1.00,1.23,1.67,-0.44,-0.44,+0.09,1.23,1.33,-0.10,-0.10,+0.54,https://fbref.com/en/players/c459a650/Joakim-Maehle,c459a650,Big 5 combined
2259,Obite N'Dicka,CIV,DF,Roma,it Serie A,24-254,1999,21,1808,86,59.1,20.1,1.04,86,0.90,0.00,,0.20,1.86,1.84,1.09,0.75,+0.75,+0.39,1.29,1.10,0.19,+0.19,-0.32,https://fbref.com/en/players/441197b8/Obite-NDicka,441197b8,Big 5 combined
2260,Kévin N'Doram,FRA,MF,Metz,fr Ligue 1,28-099,1996,20,1334,67,47.8,14.8,1.01,84,0.68,0.34,15,0.14,0.95,1.01,1.49,-0.47,-0.47,+0.27,0.82,1.47,-0.65,-0.65,-0.16,https://fbref.com/en/players/e50623a0/Kevin-NDoram,e50623a0,Big 5 combined
2261,Nathan N'Goumou,FRA,"FW,MF",M'Gladbach,de Bundesliga,24-047,2000,30,1300,43,46.6,14.4,0.90,70,0.00,1.18,23,0.07,0.97,1.81,2.01,-0.21,-0.21,+0.03,1.38,1.64,-0.26,-0.25,-0.07,https://fbref.com/en/players/e110ea4b/Nathan-NGoumou,e110ea4b,Big 5 combined
2262,Caumenan N'Guessan,FRA,DF,Torino,it Serie A,20-242,2003,0,,,,,0,,0,0,,12,,,,,,,,,,,,https://fbref.com/en/players/0ba16279/Caumenan-NGuessan,0ba16279,Big 5 combined
2263,Stanley N'Soki,FRA,DF,Hoffenheim,de Bundesliga,25-021,1999,11,631,57,22.6,7.0,1.00,78,0.57,0.57,21,0.43,0.82,1.00,2.00,-1.00,-1.00,-0.96,1.40,1.89,-0.49,-0.49,-0.18,https://fbref.com/en/players/61590953/Stanley-NSoki,61590953,Big 5 combined
2264,Nacho,ESP,DF,Real Madrid,es La Liga,34-103,1990,24,1452,61,48.9,16.1,0.93,83,0.68,0.56,22,0.31,2.46,2.05,0.50,1.55,+1.55,+0.13,1.77,0.94,0.83,+0.83,-0.20,https://fbref.com/en/players/2946f9a1/Nacho,2946f9a1,Big 5 combined
2265,Bilal Nadir,FRA,"MF,FW",Marseille,fr Ligue 1,20-154,2003,5,113,23,4.1,1.3,0.77,89,0.00,3.08,6,9.23,1.60,0.77,0.77,0.00,0.00,-0.30,1.23,1.23,-0.08,-0.07,-0.69,https://fbref.com/en/players/226673c2/Bilal-Nadir,226673c2,Big 5 combined
2266,Mahamadou Nagida,CMR,DF,Rennes,fr Ligue 1,18-307,2005,3,106,35,3.8,1.2,0.83,45,0.00,1.67,31,5.83,1.33,0.83,1.67,-0.83,-0.85,-1.12,2.00,0.67,1.33,+1.35,+1.11,https://fbref.com/en/players/8bfbf257/Mahamadou-Nagida,8bfbf257,Big 5 combined
2267,Marvelous Nakamba,ZIM,MF,Luton Town,eng Premier League,30-102,1994,13,1130,87,35.9,12.6,1.03,87,0.79,0.00,,0.00,0.46,0.79,1.90,-1.11,-1.12,-0.45,1.02,2.04,-1.02,-1.02,-0.12,https://fbref.com/en/players/de5b5570/Marvelous-Nakamba,de5b5570,Big 5 combined
2268,Keito Nakamura,JPN,"FW,MF",Reims,fr Ligue 1,23-277,2000,22,1181,54,42.3,13.1,1.07,72,0.15,0.61,22,0.08,1.27,1.22,1.45,-0.23,-0.23,0.00,1.31,1.34,-0.03,-0.03,-0.01,https://fbref.com/en/players/d97af612/Keito-Nakamura,d97af612,Big 5 combined
2269,Amara Nallo,ENG,DF,Liverpool,eng Premier League,17-164,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/398a24f6/Amara-Nallo,398a24f6,Big 5 combined
2270,Nahitan Nández,URU,"MF,DF",Cagliari,it Serie A,28-124,1995,28,1955,70,65.8,21.7,1.15,77,0.55,0.14,11,0.00,0.93,0.74,1.84,-1.11,-1.10,-1.46,1.00,1.45,-0.45,-0.45,-0.44,https://fbref.com/en/players/95facda1/Nahitan-Nandez,95facda1,Big 5 combined
2271,Luca Napolitano,ITA,MF,Lazio,it Serie A,20-111,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/74326da1/Luca-Napolitano,74326da1,Big 5 combined
2272,Matija Nastasić,SRB,DF,Mallorca,es La Liga,31-033,1993,24,2078,87,70.0,23.1,1.00,90,1.00,0.04,8,0.22,1.04,0.87,1.13,-0.26,-0.26,+0.35,1.02,1.31,-0.29,-0.29,-0.39,https://fbref.com/en/players/f35430a4/Matija-Nastasic,f35430a4,Big 5 combined
2273,Natan,BRA,DF,Napoli,it Serie A,23-084,2001,14,952,68,31.1,10.6,1.04,80,0.47,0.28,26,1.42,1.50,1.60,1.42,0.19,+0.19,-0.11,1.83,1.22,0.62,+0.62,-0.03,https://fbref.com/en/players/94bccc82/Natan,94bccc82,Big 5 combined
2274,Lapo Nava,ITA,GK,Milan,it Serie A,20-099,2004,0,,,,,0,,0,0,,21,,,,,,,,,,,,https://fbref.com/en/players/c0f732e1/Lapo-Nava,c0f732e1,Big 5 combined
2275,Roberto Navarro,ESP,MF,Real Sociedad,es La Liga,22-018,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/c997b942/Roberto-Navarro,c997b942,Big 5 combined
